model,target_mode,window,lhz,lead,n,accuracy,f1_weighted,mae,r2
XGBoost,delta,default,agropastoral,12,45.0,0.7111111111111111,0.6323981900452489,0.42338539634105643,0.2128063431890146
XGBoost,delta,default,crop_farming,0,603.0,0.7396351575456053,0.7271538693543399,0.2662723238142819,0.7053354568231838
XGBoost,delta,default,crop_farming,1,603.0,0.7429519071310116,0.7251044382218935,0.2829089257652912,0.6684951254037937
XGBoost,delta,default,crop_farming,2,603.0,0.7595356550580431,0.7560031892986206,0.2629991087261146,0.7081018395474035
XGBoost,delta,default,crop_farming,3,603.0,0.7545605306799337,0.7484625582175499,0.2829153130777712,0.6822204823799911
XGBoost,delta,default,crop_farming,4,603.0,0.7446102819237148,0.7212503990833378,0.3102832010068119,0.6115739560069595
XGBoost,delta,default,crop_farming,8,603.0,0.6898839137645107,0.669696026317084,0.37699262559778784,0.39830632803854493
XGBoost,delta,default,crop_farming,12,603.0,0.693200663349917,0.6559057908805921,0.3920275581045623,0.3874014591829822
XGBoost,delta,default,pastoral,0,180.0,0.6277777777777778,0.6283897761260658,0.3357939409317362,0.5229191421829911
XGBoost,delta,default,pastoral,1,180.0,0.6833333333333333,0.6807389776139776,0.3470842362095945,0.492296596615045
XGBoost,delta,default,pastoral,2,180.0,0.6444444444444445,0.6469013866807984,0.35824054742996464,0.48350584821524123
XGBoost,delta,default,pastoral,3,180.0,0.6,0.5995980693551026,0.42570663546193266,0.2997615631057202
XGBoost,delta,default,pastoral,4,180.0,0.5166666666666667,0.5052584704413451,0.47682101040466734,0.16718089625007804
XGBoost,delta,default,pastoral,8,180.0,0.4388888888888889,0.39263624276458226,0.5743535144239562,-0.29403397115841856
XGBoost,delta,default,pastoral,12,180.0,0.6,0.5663990442054958,0.48041547410973967,0.079267400391003
XGBoost,delta,extended,agropastoral,0,75.0,0.6133333333333333,0.6145132253150533,0.40236321606447745,0.3179317975884294
XGBoost,delta,extended,agropastoral,1,75.0,0.6666666666666666,0.6668604739192975,0.4001131425889451,0.3228683702611379
XGBoost,delta,extended,agropastoral,2,75.0,0.6933333333333334,0.6856022408963586,0.3668816750023873,0.4216604006424761
XGBoost,delta,extended,agropastoral,3,75.0,0.6533333333333333,0.6427899686520375,0.3762529866547967,0.4176264414284866
XGBoost,delta,extended,agropastoral,4,75.0,0.64,0.6162962962962962,0.37670162567470133,0.4058576648333103
XGBoost,delta,extended,agropastoral,8,75.0,0.7333333333333333,0.7011238406983088,0.3622942340142413,0.44338192867246107
XGBoost,delta,extended,agropastoral,12,75.0,0.6933333333333334,0.6108791137178234,0.408847035436231,0.21502958905675018
XGBoost,delta,extended,crop_farming,0,1005.0,0.7432835820895523,0.7355574188948578,0.2720601567491494,0.7024142796868943
XGBoost,delta,extended,crop_farming,1,1005.0,0.7512437810945274,0.7385037660277316,0.2754418760925143,0.6842273136636753
XGBoost,delta,extended,crop_farming,2,1005.0,0.7502487562189055,0.7482693083132311,0.2711926578017209,0.6993547938267368
XGBoost,delta,extended,crop_farming,3,1005.0,0.7432835820895523,0.7404955133406037,0.2805118299065467,0.6972565046896434
XGBoost,delta,extended,crop_farming,4,1005.0,0.7492537313432835,0.7419300820136517,0.30029043189665394,0.6573731447000682
XGBoost,delta,extended,crop_farming,8,1005.0,0.6965174129353234,0.6889775250112037,0.3488488064253749,0.49904667649132417
XGBoost,delta,extended,crop_farming,12,1005.0,0.7054726368159204,0.6904694511973041,0.3625961579721719,0.4959770407718388
XGBoost,delta,extended,pastoral,0,300.0,0.6466666666666666,0.6450247921692687,0.3568573249973792,0.5228882701273274
XGBoost,delta,extended,pastoral,1,300.0,0.6733333333333333,0.6666372265130599,0.3635388292703191,0.4993029318322625
XGBoost,delta,extended,pastoral,2,300.0,0.6433333333333333,0.6417813893981494,0.3722734451708219,0.4979359342754067
XGBoost,delta,extended,pastoral,3,300.0,0.61,0.6040765491314493,0.4156314651733439,0.38411705922547323
XGBoost,delta,extended,pastoral,4,300.0,0.54,0.5352811553934012,0.4526913398371237,0.31491907051540946
XGBoost,delta,extended,pastoral,8,300.0,0.45666666666666667,0.4232437669857025,0.5498701493400566,-0.011807924572986073
XGBoost,delta,extended,pastoral,12,300.0,0.5766666666666667,0.5233041459956528,0.49039783467914505,0.14539765222491374
XGBoost,level,default,agropastoral,0,45.0,0.7333333333333333,0.6828070175438598,0.3840548540843651,0.2935137688560362
XGBoost,level,default,agropastoral,1,45.0,0.7333333333333333,0.6778571428571429,0.35498796320416914,0.4683418768755808
XGBoost,level,default,agropastoral,2,45.0,0.6888888888888889,0.6587153482082487,0.3965388850858318,0.37785212215649777
XGBoost,level,default,agropastoral,3,45.0,0.7111111111111111,0.6323981900452489,0.36926148170849254,0.413245644314179
XGBoost,level,default,agropastoral,4,45.0,0.7111111111111111,0.6315018315018315,0.4399332860630753,0.1849935430165307
XGBoost,level,default,agropastoral,8,45.0,0.6888888888888889,0.5845977011494252,0.42386760267652224,0.3397685614439371
XGBoost,level,default,agropastoral,12,45.0,0.6222222222222222,0.5169230769230769,0.43460255793674396,0.3228145677982581
XGBoost,level,default,crop_farming,0,603.0,0.7412935323383084,0.7156600183653321,0.31224201868056095,0.5842001730395023
XGBoost,level,default,crop_farming,1,603.0,0.7346600331674958,0.7041888428504512,0.3344082754340838,0.5149081452876323
XGBoost,level,default,crop_farming,2,603.0,0.7330016583747927,0.7109007598595638,0.3109622297024348,0.6025422578008967
XGBoost,level,default,crop_farming,3,603.0,0.7296849087893864,0.7026564074921278,0.33463656301038225,0.5728844532934209
XGBoost,level,default,crop_farming,4,603.0,0.7313432835820896,0.6891495799049312,0.3440869515523726,0.47672432222860106
XGBoost,level,default,crop_farming,8,603.0,0.7048092868988391,0.6592829310884605,0.39719918357420414,0.34190783096837096
XGBoost,level,default,crop_farming,12,603.0,0.7180762852404643,0.6738191819233598,0.39264994080082694,0.31756829854764834
XGBoost,level,default,pastoral,0,180.0,0.6055555555555555,0.5680931363142071,0.40043727543526214,0.3579725850414932
XGBoost,level,default,pastoral,1,180.0,0.6555555555555556,0.6143014458308576,0.41432604417363117,0.32530400992673103
XGBoost,level,default,pastoral,2,180.0,0.6333333333333333,0.5957351290684625,0.39601069128507427,0.35544943274404095
XGBoost,level,default,pastoral,3,180.0,0.5777777777777777,0.5395194177802873,0.44645237834164564,0.19945697094338666
XGBoost,level,default,pastoral,4,180.0,0.5722222222222222,0.5338430892778719,0.45109778452533333,0.22313597201893454
XGBoost,level,default,pastoral,8,180.0,0.5388888888888889,0.5036647665327227,0.5479101784589443,-0.17855855015306266
XGBoost,level,default,pastoral,12,180.0,0.5444444444444444,0.5115908170575959,0.5208170466935624,-0.08659984675613863
XGBoost,level,extended,agropastoral,0,75.0,0.7333333333333333,0.7065504610332196,0.37631665283985144,0.3858499400913562
XGBoost,level,extended,agropastoral,1,75.0,0.7333333333333333,0.6939464852607709,0.32928246821124824,0.5490158534831667
XGBoost,level,extended,agropastoral,2,75.0,0.6933333333333334,0.6736917562724014,0.37515763651841894,0.44470029266152167
XGBoost,level,extended,agropastoral,3,75.0,0.7466666666666667,0.691655804750686,0.32185656328451356,0.5471646752103041
XGBoost,level,extended,agropastoral,4,75.0,0.72,0.6562307627617525,0.3714945239039044,0.37790438550756855
XGBoost,level,extended,agropastoral,8,75.0,0.72,0.6182070707070707,0.3705079500598088,0.4584500693162309
XGBoost,level,extended,agropastoral,12,75.0,0.68,0.5982264150943396,0.39063024745519215,0.4440288265634438
XGBoost,level,extended,crop_farming,0,1005.0,0.755223880597015,0.7342281027927265,0.2932100595404685,0.6407777616702843
XGBoost,level,extended,crop_farming,1,1005.0,0.7442786069651741,0.7204405096912003,0.3092870280788483,0.5872649153724001
XGBoost,level,extended,crop_farming,2,1005.0,0.7472636815920398,0.7305953558530726,0.29312519287420363,0.6437744517018416
XGBoost,level,extended,crop_farming,3,1005.0,0.727363184079602,0.7095363433334173,0.32056231443794403,0.6224375602550646
XGBoost,level,extended,crop_farming,4,1005.0,0.7223880597014926,0.6861667560003701,0.32926407556915344,0.5500976575662186
XGBoost,level,extended,crop_farming,8,1005.0,0.7044776119402985,0.6608366419928101,0.3704699767531166,0.44254196112971
XGBoost,level,extended,crop_farming,12,1005.0,0.7154228855721393,0.6712292767125957,0.390759651886294,0.3607709447952977
XGBoost,level,extended,pastoral,0,300.0,0.6,0.5418348623853211,0.4250286454545102,0.3772531821002876
XGBoost,level,extended,pastoral,1,300.0,0.6233333333333333,0.5620446862890592,0.44359607839639237,0.3153660446942609
XGBoost,level,extended,pastoral,2,300.0,0.6266666666666667,0.5713886144436603,0.41357523630003196,0.3716930590624281
XGBoost,level,extended,pastoral,3,300.0,0.5933333333333334,0.5335064935064935,0.44237409372698133,0.3002393472108147
XGBoost,level,extended,pastoral,4,300.0,0.5633333333333334,0.507390203632361,0.4606546745705276,0.27899547378686695
XGBoost,level,extended,pastoral,8,300.0,0.5733333333333334,0.5154800559079669,0.5274139769679473,-0.01770066634479761
XGBoost,level,extended,pastoral,12,300.0,0.56,0.5048837209302326,0.5228270516077036,-0.009677730060866363
