window,lhz,lead,zone_code,n,mae,rmse,r2,mae_baseline,rmse_baseline,r2_baseline
default,agropastoral,8,ET0712,9,0.7133306264877319,0.8789031643283508,-2.6318728923797607,0.6528235077857971,0.8979779270513647,-2.7912280559539795
default,agropastoral,8,ET1201,9,0.60716712474823,0.6668465763959762,-7.933478355407715,0.2614307999610901,0.35079355919189964,-1.4721336364746094
default,agropastoral,12,ET0410,9,0.730841338634491,0.8429987353205669,-2.0464155673980713,0.7367069721221924,0.828625401872994,-1.9434170722961426
default,agropastoral,12,ET0502,9,0.3612762987613678,0.45643836470324456,-2.0426042079925537,0.3056110739707947,0.4463393936323886,-1.9094548225402832
default,agropastoral,12,ET0707,9,0.43595245480537415,0.47319359618454504,-0.7127503156661987,0.4677940905094147,0.5906270112906629,-1.6683506965637207
default,agropastoral,12,ET0712,9,0.6946556568145752,0.7817854381588923,-1.8735828399658203,0.590213418006897,0.8897148635134635,-2.7217764854431152
default,agropastoral,12,ET1201,9,0.388140469789505,0.47554930872926593,-3.5431790351867676,0.2614307999610901,0.35079355919189964,-1.4721336364746094
default,crop_farming,0,ET0101,9,0.5472911596298218,0.7366669783296688,0.6672086119651794,0.4225214719772339,0.7902979102547169,0.6169888973236084
default,crop_farming,0,ET0102,9,0.6287954449653625,0.8647560192294582,0.5229212045669556,0.5292166471481323,0.9185656291189143,0.46170133352279663
default,crop_farming,0,ET0103,9,0.6941936016082764,0.8799757828956537,0.3588288426399231,0.6204403638839722,0.9139340302263808,0.30838847160339355
default,crop_farming,0,ET0104,9,0.5867507457733154,0.707014578944136,0.4681349992752075,0.5836002826690674,0.760148449629372,0.3851892352104187
default,crop_farming,0,ET0105,9,0.372021347284317,0.5040359330197153,0.7693681716918945,0.3323628604412079,0.5742461528856802,0.7006409168243408
default,crop_farming,0,ET0106,9,0.7264412045478821,1.042744873250112,0.2535747289657593,0.737506091594696,1.1035133024208135,0.164040207862854
default,crop_farming,0,ET0107,9,0.7785810232162476,1.0246711459284286,-0.5367996692657471,0.5964927673339844,0.9446502446517502,-0.30614185333251953
default,crop_farming,0,ET0301,9,0.7217318415641785,0.887720961667055,-1.589646577835083,0.6443601250648499,0.7654896830655269,-0.9256007671356201
default,crop_farming,0,ET0302,9,0.23524326086044312,0.30208251668008496,-0.3205692768096924,0.17566841840744019,0.24400095186770926,0.13842511177062988
default,crop_farming,0,ET0303,9,0.6976279616355896,0.8065877532257213,0.09819835424423218,0.7433272004127502,0.832203019012131,0.040010809898376465
default,crop_farming,0,ET0304,9,0.5127901434898376,0.8577777237087797,-0.9098013639450073,0.5560177564620972,0.6404140869548648,-0.0645362138748169
default,crop_farming,0,ET0305,9,0.706497311592102,0.8194086817751901,-2.8395836353302,0.3248427212238312,0.43355073801412713,-0.07488715648651123
default,crop_farming,0,ET0306,9,0.2574721574783325,0.29533392813309073,-10.065177917480469,0.1186293512582779,0.14479995570595403,-1.6599197387695312
default,crop_farming,0,ET0307,9,0.1365758180618286,0.13782827572478634,-6508995.0,1.923243144119624e-05,4.893995972781995e-05,0.1793375015258789
default,crop_farming,0,ET0308,9,0.6840828657150269,0.7818681941357498,0.08751368522644043,0.5675532817840576,0.6918606746469002,0.2855093479156494
default,crop_farming,0,ET0309,9,0.13913828134536743,0.14134052814739337,-3871.951904296875,0.0015184349613264203,0.0027319888017946423,-0.446993350982666
default,crop_farming,0,ET0310,9,0.6713364124298096,0.7995699769839894,-0.1726311445236206,0.6783285737037659,0.816379674451579,-0.22245490550994873
default,crop_farming,0,ET0311,9,0.17701004445552826,0.22144956870302968,-3.8410911560058594,0.15170492231845856,0.19726446359122546,-2.8414156436920166
default,crop_farming,0,ET0312,9,0.15034928917884827,0.15155010860952717,-21446.41796875,0.0006254249019548297,0.001004022674613518,0.058653414249420166
default,crop_farming,0,ET0401,9,0.12990757822990417,0.13178151031506424,-1.8736286163330078,0.021916057914495468,0.0629211704047979,0.34488844871520996
