year,month,exchange_rate,exchange_rate_lag1,exchange_rate_lag3,exchange_rate_lag6,exchange_rate_lag12,exchange_rate_yoy_change,exchange_rate_yoy_change_lag1,exchange_rate_yoy_change_lag3,exchange_rate_yoy_change_lag6,exchange_rate_yoy_change_lag12
2025,3,132.3803,128.7308,125.0975,115.9662,56.6236,1.3378997449826575,1.2799385077502903,1.2340075968491115,1.0811415157997502,0.04082334148856592
2025,4,133.831,132.3803,127.9169,120.1004,57.4048,1.3313555660850658,1.3378997449826575,1.260179624319076,1.164177840406381,0.05972353497164451
2025,5,136.3203,133.831,128.7308,124.1839,57.0504,1.3894714147490639,1.3313555660850658,1.2799385077502903,1.2108226857678974,0.050572608698054244
2025,6,137.7875,136.3203,132.3803,125.0975,57.3265,1.403556819272064,1.3894714147490639,1.3378997449826575,1.2340075968491115,0.04222799152058587
2025,7,138.4484,137.7875,133.831,127.9169,79.7596,0.7358211425333123,1.403556819272064,1.3313555660850658,1.260179624319076,0.45650105640682903
2025,8,141.8926,138.4484,136.3203,128.7308,111.0682,0.2775267808427613,0.7358211425333123,1.3894714147490639,1.2799385077502903,1.015961694836499
2025,9,146.906,141.8926,137.7875,132.3803,115.9662,0.26680015383792877,0.2775267808427613,1.403556819272064,1.3378997449826575,1.0811415157997502
2025,10,152.6386,146.906,138.4484,133.831,120.1004,0.27092499275606086,0.26680015383792877,0.7358211425333123,1.3313555660850658,1.164177840406381
2025,11,153.5288,152.6386,141.8926,136.3203,124.1839,0.2363019682905756,0.27092499275606086,0.2775267808427613,1.3894714147490639,1.2108226857678974
2025,12,155.3885,153.5288,146.906,137.7875,125.0975,0.24213913147744748,0.2363019682905756,0.26680015383792877,1.403556819272064,1.2340075968491115
2026,1,155.8827,155.3885,152.6386,138.4484,127.9169,0.21862474778547636,0.24213913147744748,0.27092499275606086,0.7358211425333123,1.260179624319076
2026,2,156.5315,155.8827,153.5288,141.8926,128.7308,0.21595997228324548,0.21862474778547636,0.2363019682905756,0.2775267808427613,1.2799385077502903
2026,3,157.21,156.5315,155.3885,146.906,132.3803,0.1875634063376499,0.21595997228324548,0.24213913147744748,0.26680015383792877,1.3378997449826575
2026,4,157.2401,157.21,155.8827,152.6386,133.831,0.17491537835030768,0.1875634063376499,0.21862474778547636,0.27092499275606086,1.3313555660850658
2026,5,158.4778,157.2401,156.5315,153.5288,136.3203,0.16253998854169183,0.17491537835030768,0.21595997228324548,0.2363019682905756,1.3894714147490639
2026,6,158.6832,158.4778,157.21,155.3885,137.7875,0.15165163748525812,0.16253998854169183,0.1875634063376499,0.24213913147744748,1.403556819272064
2026,7,160.4786,158.6832,157.2401,155.8827,138.4484,0.15912209891916418,0.15165163748525812,0.17491537835030768,0.21862474778547636,0.7358211425333123
2026,8,161.7032,160.4786,158.4778,156.5315,141.8926,0.13961686515012084,0.15912209891916418,0.16253998854169183,0.21595997228324548,0.2775267808427613
