window,lhz,lead,zone_code,n,mae,rmse,r2,mae_baseline,rmse_baseline,r2_baseline
default,crop_farming,1,ET1106,9,0.4562593102455139,0.4653830085042773,-473.5028991699219,0.026804208755493164,0.032909637172578554,-1.3728158473968506
default,crop_farming,1,ET1202,9,0.462755411863327,0.5473085047650206,-61.91605758666992,0.04802534356713295,0.08319457025830009,-0.45374107360839844
default,crop_farming,1,ET1203,9,0.3390073776245117,0.3625889405945267,-555628.5,0.0002600087027531117,0.0005515617632380681,-0.28571414947509766
default,crop_farming,1,ET1204,9,0.43649035692214966,0.44117210727291706,-3163.004150390625,0.005832009948790073,0.009421068180212284,-0.44285011291503906
default,crop_farming,1,ET1301,9,0.6818397045135498,0.7279746985125922,-781.8055419921875,0.02707657590508461,0.03803102189934407,-1.136472463607788
default,crop_farming,1,ET1401,9,0.2732965350151062,0.3203170124759558,-12638892.0,4.8160552978515625e-05,0.00010216396079040713,-0.2857142686843872
default,crop_farming,1,ET1501,9,0.30369630455970764,0.3775479066526254,-1.474323034286499,0.15025150775909424,0.3193105518388407,-0.7698596715927124
default,crop_farming,1,ET1502,9,1.335599660873413,1.495975260611598,-14.921765327453613,0.12020659446716309,0.21454308018083224,0.6725300550460815
default,crop_farming,1,ET1600,9,0.6522718667984009,0.7462762339851385,-2.946080446243286,0.5233294367790222,0.5948764255167536,-1.507380485534668
default,crop_farming,2,ET0101,9,1.9581494331359863,2.3090998422440325,-2.26975417137146,0.4225214719772339,0.7902979102547169,0.6169888973236084
default,crop_farming,2,ET0102,9,2.305046558380127,2.6221247775709706,-3.386414051055908,0.5292166471481323,0.9185656291189143,0.46170133352279663
default,crop_farming,2,ET0103,9,2.2079386711120605,2.519516298708061,-4.256139755249023,0.6204403638839722,0.9139340302263808,0.30838847160339355
default,crop_farming,2,ET0104,9,1.9978917837142944,2.2968027531686066,-4.612961292266846,0.5836002826690674,0.760148449629372,0.3851892352104187
default,crop_farming,2,ET0105,9,1.6990373134613037,2.0296374449163075,-2.7396693229675293,0.3323628604412079,0.5742461528856802,0.7006409168243408
default,crop_farming,2,ET0106,9,2.34260892868042,2.6989492455735222,-4.0005717277526855,0.737506091594696,1.1035133024208135,0.164040207862854
default,crop_farming,2,ET0107,9,1.5872067213058472,1.699517585522002,-3.2276558876037598,0.5964927673339844,0.9446502446517502,-0.30614185333251953
default,crop_farming,2,ET0301,9,0.5211729407310486,0.6404986605857287,-0.34810590744018555,0.6443601250648499,0.7654896830655269,-0.9256007671356201
default,crop_farming,2,ET0302,9,0.43777740001678467,0.5248656645978267,-2.98663330078125,0.17566841840744019,0.24400095186770926,0.13842511177062988
default,crop_farming,2,ET0303,9,1.6012245416641235,1.919723609163685,-4.10840368270874,0.7433272004127502,0.832203019012131,0.040010809898376465
default,crop_farming,2,ET0304,9,0.5773897767066956,0.7091282049732347,-0.3052334785461426,0.5560177564620972,0.6404140869548648,-0.0645362138748169
default,crop_farming,2,ET0305,9,0.37591099739074707,0.3967764018575956,0.09972608089447021,0.3248427212238312,0.43355073801412713,-0.07488715648651123
default,crop_farming,2,ET0306,9,0.3051060140132904,0.35560980293371874,-15.042760848999023,0.1186293512582779,0.14479995570595403,-1.6599197387695312
default,crop_farming,2,ET0307,9,0.36106136441230774,0.3791958400311526,-49267956.0,1.923243144119624e-05,4.893995972781995e-05,0.1793375015258789
default,crop_farming,2,ET0308,9,1.601143479347229,1.960288194858099,-4.735867977142334,0.5675532817840576,0.6918606746469002,0.2855093479156494
default,crop_farming,2,ET0309,9,0.38529494404792786,0.3919106878186486,-29776.13671875,0.0015184349613264203,0.0027319888017946423,-0.446993350982666
default,crop_farming,2,ET0310,9,1.1927424669265747,1.4392609797978788,-2.7995100021362305,0.6783285737037659,0.816379674451579,-0.22245490550994873
default,crop_farming,2,ET0311,9,0.39524081349372864,0.4470150841380299,-18.725950241088867,0.15170492231845856,0.19726446359122546,-2.8414156436920166
default,crop_farming,2,ET0312,9,0.3924180269241333,0.4002117781000191,-149568.234375,0.0006254249019548297,0.001004022674613518,0.058653414249420166
default,crop_farming,2,ET0401,9,0.3882218301296234,0.42430262219479375,-28.790178298950195,0.021916057914495468,0.0629211704047979,0.34488844871520996
default,crop_farming,2,ET0402,9,0.3920445442199707,0.42053640775996504,-58.712337493896484,0.01550730038434267,0.044161479483869046,0.34151774644851685
default,crop_farming,2,ET0403,9,0.38029807806015015,0.38974414692093556,-415572.21875,0.0002137687406502664,0.0005094005855359548,0.290083646774292
default,crop_farming,2,ET0404,9,0.34326907992362976,0.3769337347706284,-157378.875,0.0007851918344385922,0.0010296339799456414,-0.17431581020355225
default,crop_farming,2,ET0405,9,0.39421114325523376,0.40023050595643,-15827.6611328125,0.0022689634934067726,0.004034381879221967,-0.608339786529541
